test_id,clone_code_id,desired_base_code_id,clone_language,clone_task,clone_type,clone_sub_type,similarity_score,base_code_id,base_language,base_task,base_domain,base_subdomain
s82q9_1_4_1,s82q9_1_4,s82q9,python,Apply a callback to an array,T1,Different Formatting,0.98685724,dfwn1,python,"Abundant, deficient and perfect number classifications",Mathematics,Number Theory
s82q9_1_4_2,s82q9_1_4,s82q9,python,Apply a callback to an array,T1,Different Formatting,0.9857324,p1gbm,python,Accumulator factory,Programming Concepts,Functional Programming
s82q9_1_4_3,s82q9_1_4,s82q9,python,Apply a callback to an array,T1,Different Formatting,0.98555756,ymi6q,python,Align columns,Programming Concepts,Text Processing
s82q9_1_4_4,s82q9_1_4,s82q9,python,Apply a callback to an array,T1,Different Formatting,0.9830346,xsqwr,python,Anagrams,Programming Concepts,String Operations
s82q9_1_4_5,s82q9_1_4,s82q9,python,Apply a callback to an array,T1,Different Formatting,0.98226786,36bzc,python,9 billion names of God the integer,Mathematics,Number Theory
s82q9_2_1_1,s82q9_2_1,s82q9,python,Apply a callback to an array,T2,Different Variable Names,0.99288094,s82q9,python,Apply a callback to an array,Programming Concepts,Functions
s82q9_2_1_2,s82q9_2_1,s82q9,python,Apply a callback to an array,T2,Different Variable Names,0.98524904,36bzc,python,9 billion names of God the integer,Mathematics,Number Theory
s82q9_2_1_3,s82q9_2_1,s82q9,python,Apply a callback to an array,T2,Different Variable Names,0.9849256,c279q,python,Amicable pairs,Mathematics,Number Theory
s82q9_2_1_4,s82q9_2_1,s82q9,python,Apply a callback to an array,T2,Different Variable Names,0.9839602,nf6iz,python,Almost prime,Mathematics,Number Theory
s82q9_2_1_5,s82q9_2_1,s82q9,python,Apply a callback to an array,T2,Different Variable Names,0.982185,1a6pc,python,4-rings or 4-squares puzzle,Game Development,Puzzles
s82q9_2_2_1,s82q9_2_2,s82q9,python,Apply a callback to an array,T2,Different Data Types,0.99907804,s82q9,python,Apply a callback to an array,Programming Concepts,Functions
s82q9_2_2_2,s82q9_2_2,s82q9,python,Apply a callback to an array,T2,Different Data Types,0.9863763,nf6iz,python,Almost prime,Mathematics,Number Theory
s82q9_2_2_3,s82q9_2_2,s82q9,python,Apply a callback to an array,T2,Different Data Types,0.9850869,36bzc,python,9 billion names of God the integer,Mathematics,Number Theory
s82q9_2_2_4,s82q9_2_2,s82q9,python,Apply a callback to an array,T2,Different Data Types,0.9832724,c279q,python,Amicable pairs,Mathematics,Number Theory
s82q9_2_2_5,s82q9_2_2,s82q9,python,Apply a callback to an array,T2,Different Data Types,0.98208135,54vux,python,Additive primes,Mathematics,Number Theory
s82q9_2_3_1,s82q9_2_3,s82q9,python,Apply a callback to an array,T2,Different Function Names,0.9993417,s82q9,python,Apply a callback to an array,Programming Concepts,Functions
s82q9_2_3_2,s82q9_2_3,s82q9,python,Apply a callback to an array,T2,Different Function Names,0.98648876,nf6iz,python,Almost prime,Mathematics,Number Theory
s82q9_2_3_3,s82q9_2_3,s82q9,python,Apply a callback to an array,T2,Different Function Names,0.9855113,36bzc,python,9 billion names of God the integer,Mathematics,Number Theory
s82q9_2_3_4,s82q9_2_3,s82q9,python,Apply a callback to an array,T2,Different Function Names,0.98186433,c279q,python,Amicable pairs,Mathematics,Number Theory
s82q9_2_3_5,s82q9_2_3,s82q9,python,Apply a callback to an array,T2,Different Function Names,0.981614,54vux,python,Additive primes,Mathematics,Number Theory
s82q9_3_1_1,s82q9_3_1,s82q9,python,Apply a callback to an array,T3,Added Statements,0.99913317,s82q9,python,Apply a callback to an array,Programming Concepts,Functions
s82q9_3_1_2,s82q9_3_1,s82q9,python,Apply a callback to an array,T3,Added Statements,0.98641735,36bzc,python,9 billion names of God the integer,Mathematics,Number Theory
s82q9_3_1_3,s82q9_3_1,s82q9,python,Apply a callback to an array,T3,Added Statements,0.9861638,nf6iz,python,Almost prime,Mathematics,Number Theory
s82q9_3_1_4,s82q9_3_1,s82q9,python,Apply a callback to an array,T3,Added Statements,0.9813689,c279q,python,Amicable pairs,Mathematics,Number Theory
s82q9_3_1_5,s82q9_3_1,s82q9,python,Apply a callback to an array,T3,Added Statements,0.98087937,54vux,python,Additive primes,Mathematics,Number Theory
s82q9_3_2_1,s82q9_3_2,s82q9,python,Apply a callback to an array,T3,Removed Statements,0.988713,ymi6q,python,Align columns,Programming Concepts,Text Processing
s82q9_3_2_2,s82q9_3_2,s82q9,python,Apply a callback to an array,T3,Removed Statements,0.98544425,s82q9,python,Apply a callback to an array,Programming Concepts,Functions
s82q9_3_2_3,s82q9_3_2,s82q9,python,Apply a callback to an array,T3,Removed Statements,0.9842473,36bzc,python,9 billion names of God the integer,Mathematics,Number Theory
s82q9_3_2_4,s82q9_3_2,s82q9,python,Apply a callback to an array,T3,Removed Statements,0.9842101,8i80o,python,AKS test for primes,Mathematics,Number Theory
s82q9_3_2_5,s82q9_3_2,s82q9,python,Apply a callback to an array,T3,Removed Statements,0.9835581,dfwn1,python,"Abundant, deficient and perfect number classifications",Mathematics,Number Theory
s82q9_3_3_1,s82q9_3_3,s82q9,python,Apply a callback to an array,T3,Reordered Statements,0.99033666,s82q9,python,Apply a callback to an array,Programming Concepts,Functions
s82q9_3_3_2,s82q9_3_3,s82q9,python,Apply a callback to an array,T3,Reordered Statements,0.98946905,ymi6q,python,Align columns,Programming Concepts,Text Processing
s82q9_3_3_3,s82q9_3_3,s82q9,python,Apply a callback to an array,T3,Reordered Statements,0.98923,36bzc,python,9 billion names of God the integer,Mathematics,Number Theory
s82q9_3_3_4,s82q9_3_3,s82q9,python,Apply a callback to an array,T3,Reordered Statements,0.9870323,nf6iz,python,Almost prime,Mathematics,Number Theory
s82q9_3_3_5,s82q9_3_3,s82q9,python,Apply a callback to an array,T3,Reordered Statements,0.98586166,q0oxi,python,Active Directory/Search for a user,Networking,Directory Services
s82q9_3_4_1,s82q9_3_4,s82q9,python,Apply a callback to an array,T3,Control Flow Modifications,0.9889481,36bzc,python,9 billion names of God the integer,Mathematics,Number Theory
s82q9_3_4_2,s82q9_3_4,s82q9,python,Apply a callback to an array,T3,Control Flow Modifications,0.98580956,dfwn1,python,"Abundant, deficient and perfect number classifications",Mathematics,Number Theory
s82q9_3_4_3,s82q9_3_4,s82q9,python,Apply a callback to an array,T3,Control Flow Modifications,0.9856651,p1gbm,python,Accumulator factory,Programming Concepts,Functional Programming
s82q9_3_4_4,s82q9_3_4,s82q9,python,Apply a callback to an array,T3,Control Flow Modifications,0.9849039,nf6iz,python,Almost prime,Mathematics,Number Theory
s82q9_3_4_5,s82q9_3_4,s82q9,python,Apply a callback to an array,T3,Control Flow Modifications,0.9841192,ymi6q,python,Align columns,Programming Concepts,Text Processing
s82q9_4_1_1,s82q9_4_1,s82q9,python,Apply a callback to an array,T4,Same Language,0.98826045,dfwn1,python,"Abundant, deficient and perfect number classifications",Mathematics,Number Theory
s82q9_4_1_2,s82q9_4_1,s82q9,python,Apply a callback to an array,T4,Same Language,0.9861724,c279q,python,Amicable pairs,Mathematics,Number Theory
s82q9_4_1_3,s82q9_4_1,s82q9,python,Apply a callback to an array,T4,Same Language,0.98470044,xsqwr,python,Anagrams,Programming Concepts,String Operations
s82q9_4_1_4,s82q9_4_1,s82q9,python,Apply a callback to an array,T4,Same Language,0.98250896,q0oxi,python,Active Directory/Search for a user,Networking,Directory Services
s82q9_4_1_5,s82q9_4_1,s82q9,python,Apply a callback to an array,T4,Same Language,0.98231924,36bzc,python,9 billion names of God the integer,Mathematics,Number Theory
s82q9_4_2_1,s82q9_4_2,s82q9,go,Apply a callback to an array,T4,Different Language,0.96970713,z4tt,python,100 doors,Game Development,Puzzles
s82q9_4_2_2,s82q9_4_2,s82q9,go,Apply a callback to an array,T4,Different Language,0.96797717,9c3mf,python,Address of a variable,Programming Concepts,Memory Management
s82q9_4_2_3,s82q9_4_2,s82q9,go,Apply a callback to an array,T4,Different Language,0.9662854,ymi6q,python,Align columns,Programming Concepts,Text Processing
s82q9_4_2_4,s82q9_4_2,s82q9,go,Apply a callback to an array,T4,Different Language,0.96511245,3jzc,python,Arbitrary-precision integers (included),Mathematics,Arithmetic
s82q9_4_2_5,s82q9_4_2,s82q9,go,Apply a callback to an array,T4,Different Language,0.9650439,8i80o,python,AKS test for primes,Mathematics,Number Theory
s82q9_4_2_1,s82q9_4_2,s82q9,java,Apply a callback to an array,T4,Different Language,0.9866194,7jzrm,python,Abelian sandpile model/Identity,Mathematics,Automata
s82q9_4_2_2,s82q9_4_2,s82q9,java,Apply a callback to an array,T4,Different Language,0.9865714,l26cv,python,Active object,Programming Concepts,Concurrency
s82q9_4_2_3,s82q9_4_2,s82q9,java,Apply a callback to an array,T4,Different Language,0.9850197,vu129,python,100 prisoners,Game Development,Puzzles
s82q9_4_2_4,s82q9_4_2,s82q9,java,Apply a callback to an array,T4,Different Language,0.98464227,1eypc,python,Anti-primes,Mathematics,Number Theory
s82q9_4_2_5,s82q9_4_2,s82q9,java,Apply a callback to an array,T4,Different Language,0.9841726,clr9q,python,15 puzzle game,Game Development,Puzzles
s82q9_4_2_1,s82q9_4_2,s82q9,javascript,Apply a callback to an array,T4,Different Language,0.9808978,o781,python,Archimedean spiral,Mathematics,Geometry
s82q9_4_2_2,s82q9_4_2,s82q9,javascript,Apply a callback to an array,T4,Different Language,0.9766245,rj8gq,python,Anonymous recursion,Programming Concepts,Recursion
s82q9_4_2_3,s82q9_4_2,s82q9,javascript,Apply a callback to an array,T4,Different Language,0.97652406,xsqwr,python,Anagrams,Programming Concepts,String Operations
s82q9_4_2_4,s82q9_4_2,s82q9,javascript,Apply a callback to an array,T4,Different Language,0.9764005,z4tt,python,100 doors,Game Development,Puzzles
s82q9_4_2_5,s82q9_4_2,s82q9,javascript,Apply a callback to an array,T4,Different Language,0.9705539,6y03w,python,Ackermann function,Mathematics,Algorithms
s82q9_4_2_1,s82q9_4_2,s82q9,php,Apply a callback to an array,T4,Different Language,0.975255,jhq7p,python,A+B,Mathematics,Arithmetic
s82q9_4_2_2,s82q9_4_2,s82q9,php,Apply a callback to an array,T4,Different Language,0.9744919,xsqwr,python,Anagrams,Programming Concepts,String Operations
s82q9_4_2_3,s82q9_4_2,s82q9,php,Apply a callback to an array,T4,Different Language,0.9744839,o781,python,Archimedean spiral,Mathematics,Geometry
s82q9_4_2_4,s82q9_4_2,s82q9,php,Apply a callback to an array,T4,Different Language,0.9743209,mclyh,python,Active Directory/Connect,Networking,Directory Services
s82q9_4_2_5,s82q9_4_2,s82q9,php,Apply a callback to an array,T4,Different Language,0.974168,3jzc,python,Arbitrary-precision integers (included),Mathematics,Arithmetic
s82q9_4_2_1,s82q9_4_2,s82q9,ruby,Apply a callback to an array,T4,Different Language,0.9657206,o781,python,Archimedean spiral,Mathematics,Geometry
s82q9_4_2_2,s82q9_4_2,s82q9,ruby,Apply a callback to an array,T4,Different Language,0.96416306,z4tt,python,100 doors,Game Development,Puzzles
s82q9_4_2_3,s82q9_4_2,s82q9,ruby,Apply a callback to an array,T4,Different Language,0.96119237,6y03w,python,Ackermann function,Mathematics,Algorithms
s82q9_4_2_4,s82q9_4_2,s82q9,ruby,Apply a callback to an array,T4,Different Language,0.95576155,jhq7p,python,A+B,Mathematics,Arithmetic
s82q9_4_2_5,s82q9_4_2,s82q9,ruby,Apply a callback to an array,T4,Different Language,0.952053,rj8gq,python,Anonymous recursion,Programming Concepts,Recursion
7h3rm_1_1_1,7h3rm_1_1,7h3rm,python,Apply a digital filter (direct form II transposed),T1,Identical Clone,1.0,7h3rm,python,Apply a digital filter (direct form II transposed),Mathematics,Signal Processing
7h3rm_1_1_2,7h3rm_1_1,7h3rm,python,Apply a digital filter (direct form II transposed),T1,Identical Clone,0.9806453,jks7p,python,Angle difference between two bearings,Mathematics,Geometry
7h3rm_1_1_3,7h3rm_1_1,7h3rm,python,Apply a digital filter (direct form II transposed),T1,Identical Clone,0.9696345,hb8jw,python,"Angles (geometric), normalization and conversion",Mathematics,Geometry
7h3rm_1_1_4,7h3rm_1_1,7h3rm,python,Apply a digital filter (direct form II transposed),T1,Identical Clone,0.9649221,2vilz,python,"Abbreviations, easy",Programming Concepts,Text Processing
7h3rm_1_1_5,7h3rm_1_1,7h3rm,python,Apply a digital filter (direct form II transposed),T1,Identical Clone,0.9627596,kpyhf,python,Append a record to the end of a text file,Utilities & Scripts,File Operations
7h3rm_1_2_1,7h3rm_1_2,7h3rm,python,Apply a digital filter (direct form II transposed),T1,Different Whitespaces,0.99759567,7h3rm,python,Apply a digital filter (direct form II transposed),Mathematics,Signal Processing
7h3rm_1_2_2,7h3rm_1_2,7h3rm,python,Apply a digital filter (direct form II transposed),T1,Different Whitespaces,0.9748828,jks7p,python,Angle difference between two bearings,Mathematics,Geometry
7h3rm_1_2_3,7h3rm_1_2,7h3rm,python,Apply a digital filter (direct form II transposed),T1,Different Whitespaces,0.966822,hb8jw,python,"Angles (geometric), normalization and conversion",Mathematics,Geometry
7h3rm_1_2_4,7h3rm_1_2,7h3rm,python,Apply a digital filter (direct form II transposed),T1,Different Whitespaces,0.9636557,c279q,python,Amicable pairs,Mathematics,Number Theory
7h3rm_1_2_5,7h3rm_1_2,7h3rm,python,Apply a digital filter (direct form II transposed),T1,Different Whitespaces,0.96090966,kpyhf,python,Append a record to the end of a text file,Utilities & Scripts,File Operations
7h3rm_1_3_1,7h3rm_1_3,7h3rm,python,Apply a digital filter (direct form II transposed),T1,Different Comments,0.99706584,7h3rm,python,Apply a digital filter (direct form II transposed),Mathematics,Signal Processing
7h3rm_1_3_2,7h3rm_1_3,7h3rm,python,Apply a digital filter (direct form II transposed),T1,Different Comments,0.9766612,jks7p,python,Angle difference between two bearings,Mathematics,Geometry
7h3rm_1_3_3,7h3rm_1_3,7h3rm,python,Apply a digital filter (direct form II transposed),T1,Different Comments,0.96440923,2vilz,python,"Abbreviations, easy",Programming Concepts,Text Processing
7h3rm_1_3_4,7h3rm_1_3,7h3rm,python,Apply a digital filter (direct form II transposed),T1,Different Comments,0.95998883,hb8jw,python,"Angles (geometric), normalization and conversion",Mathematics,Geometry
7h3rm_1_3_5,7h3rm_1_3,7h3rm,python,Apply a digital filter (direct form II transposed),T1,Different Comments,0.954295,kpyhf,python,Append a record to the end of a text file,Utilities & Scripts,File Operations
7h3rm_1_4_1,7h3rm_1_4,7h3rm,python,Apply a digital filter (direct form II transposed),T1,Different Formatting,0.9887028,7h3rm,python,Apply a digital filter (direct form II transposed),Mathematics,Signal Processing
7h3rm_1_4_2,7h3rm_1_4,7h3rm,python,Apply a digital filter (direct form II transposed),T1,Different Formatting,0.9782796,2vilz,python,"Abbreviations, easy",Programming Concepts,Text Processing
7h3rm_1_4_3,7h3rm_1_4,7h3rm,python,Apply a digital filter (direct form II transposed),T1,Different Formatting,0.97770894,id9of,python,Animate a pendulum,Game Development,Physics Simulations
7h3rm_1_4_4,7h3rm_1_4,7h3rm,python,Apply a digital filter (direct form II transposed),T1,Different Formatting,0.97634625,clr9q,python,15 puzzle game,Game Development,Puzzles
7h3rm_1_4_5,7h3rm_1_4,7h3rm,python,Apply a digital filter (direct form II transposed),T1,Different Formatting,0.97610676,jks7p,python,Angle difference between two bearings,Mathematics,Geometry
7h3rm_2_1_1,7h3rm_2_1,7h3rm,python,Apply a digital filter (direct form II transposed),T2,Different Variable Names,0.9989269,7h3rm,python,Apply a digital filter (direct form II transposed),Mathematics,Signal Processing
7h3rm_2_1_2,7h3rm_2_1,7h3rm,python,Apply a digital filter (direct form II transposed),T2,Different Variable Names,0.9796999,jks7p,python,Angle difference between two bearings,Mathematics,Geometry
7h3rm_2_1_3,7h3rm_2_1,7h3rm,python,Apply a digital filter (direct form II transposed),T2,Different Variable Names,0.9684186,hb8jw,python,"Angles (geometric), normalization and conversion",Mathematics,Geometry
7h3rm_2_1_4,7h3rm_2_1,7h3rm,python,Apply a digital filter (direct form II transposed),T2,Different Variable Names,0.96750987,2vilz,python,"Abbreviations, easy",Programming Concepts,Text Processing
7h3rm_2_1_5,7h3rm_2_1,7h3rm,python,Apply a digital filter (direct form II transposed),T2,Different Variable Names,0.96273327,kpyhf,python,Append a record to the end of a text file,Utilities & Scripts,File Operations
7h3rm_2_2_1,7h3rm_2_2,7h3rm,python,Apply a digital filter (direct form II transposed),T2,Different Data Types,0.9988551,7h3rm,python,Apply a digital filter (direct form II transposed),Mathematics,Signal Processing
7h3rm_2_2_2,7h3rm_2_2,7h3rm,python,Apply a digital filter (direct form II transposed),T2,Different Data Types,0.9828985,jks7p,python,Angle difference between two bearings,Mathematics,Geometry
7h3rm_2_2_3,7h3rm_2_2,7h3rm,python,Apply a digital filter (direct form II transposed),T2,Different Data Types,0.9738138,hb8jw,python,"Angles (geometric), normalization and conversion",Mathematics,Geometry
7h3rm_2_2_4,7h3rm_2_2,7h3rm,python,Apply a digital filter (direct form II transposed),T2,Different Data Types,0.9673536,kpyhf,python,Append a record to the end of a text file,Utilities & Scripts,File Operations
7h3rm_2_2_5,7h3rm_2_2,7h3rm,python,Apply a digital filter (direct form II transposed),T2,Different Data Types,0.9668261,2vilz,python,"Abbreviations, easy",Programming Concepts,Text Processing
7h3rm_2_3_1,7h3rm_2_3,7h3rm,python,Apply a digital filter (direct form II transposed),T2,Different Function Names,0.9987495,7h3rm,python,Apply a digital filter (direct form II transposed),Mathematics,Signal Processing
7h3rm_2_3_2,7h3rm_2_3,7h3rm,python,Apply a digital filter (direct form II transposed),T2,Different Function Names,0.97949445,jks7p,python,Angle difference between two bearings,Mathematics,Geometry
7h3rm_2_3_3,7h3rm_2_3,7h3rm,python,Apply a digital filter (direct form II transposed),T2,Different Function Names,0.9672596,2vilz,python,"Abbreviations, easy",Programming Concepts,Text Processing
7h3rm_2_3_4,7h3rm_2_3,7h3rm,python,Apply a digital filter (direct form II transposed),T2,Different Function Names,0.9670259,hb8jw,python,"Angles (geometric), normalization and conversion",Mathematics,Geometry
7h3rm_2_3_5,7h3rm_2_3,7h3rm,python,Apply a digital filter (direct form II transposed),T2,Different Function Names,0.9612808,kpyhf,python,Append a record to the end of a text file,Utilities & Scripts,File Operations
7h3rm_3_1_1,7h3rm_3_1,7h3rm,python,Apply a digital filter (direct form II transposed),T3,Added Statements,0.98887336,7h3rm,python,Apply a digital filter (direct form II transposed),Mathematics,Signal Processing
7h3rm_3_1_2,7h3rm_3_1,7h3rm,python,Apply a digital filter (direct form II transposed),T3,Added Statements,0.9803138,2vilz,python,"Abbreviations, easy",Programming Concepts,Text Processing
7h3rm_3_1_3,7h3rm_3_1,7h3rm,python,Apply a digital filter (direct form II transposed),T3,Added Statements,0.975551,jks7p,python,Angle difference between two bearings,Mathematics,Geometry
7h3rm_3_1_4,7h3rm_3_1,7h3rm,python,Apply a digital filter (direct form II transposed),T3,Added Statements,0.9737896,v5a29,python,Animation,Game Development,Graphics
7h3rm_3_1_5,7h3rm_3_1,7h3rm,python,Apply a digital filter (direct form II transposed),T3,Added Statements,0.97373813,kb6hf,python,"Abbreviations, automatic",Programming Concepts,Text Processing
7h3rm_3_2_1,7h3rm_3_2,7h3rm,python,Apply a digital filter (direct form II transposed),T3,Removed Statements,0.998615,7h3rm,python,Apply a digital filter (direct form II transposed),Mathematics,Signal Processing
7h3rm_3_2_2,7h3rm_3_2,7h3rm,python,Apply a digital filter (direct form II transposed),T3,Removed Statements,0.9757685,jks7p,python,Angle difference between two bearings,Mathematics,Geometry
7h3rm_3_2_3,7h3rm_3_2,7h3rm,python,Apply a digital filter (direct form II transposed),T3,Removed Statements,0.9649455,hb8jw,python,"Angles (geometric), normalization and conversion",Mathematics,Geometry
7h3rm_3_2_4,7h3rm_3_2,7h3rm,python,Apply a digital filter (direct form II transposed),T3,Removed Statements,0.95988494,c279q,python,Amicable pairs,Mathematics,Number Theory
7h3rm_3_2_5,7h3rm_3_2,7h3rm,python,Apply a digital filter (direct form II transposed),T3,Removed Statements,0.9586119,2vilz,python,"Abbreviations, easy",Programming Concepts,Text Processing
7h3rm_3_3_1,7h3rm_3_3,7h3rm,python,Apply a digital filter (direct form II transposed),T3,Reordered Statements,0.9949,7h3rm,python,Apply a digital filter (direct form II transposed),Mathematics,Signal Processing
7h3rm_3_3_2,7h3rm_3_3,7h3rm,python,Apply a digital filter (direct form II transposed),T3,Reordered Statements,0.9761436,jks7p,python,Angle difference between two bearings,Mathematics,Geometry
7h3rm_3_3_3,7h3rm_3_3,7h3rm,python,Apply a digital filter (direct form II transposed),T3,Reordered Statements,0.97315615,2vilz,python,"Abbreviations, easy",Programming Concepts,Text Processing
7h3rm_3_3_4,7h3rm_3_3,7h3rm,python,Apply a digital filter (direct form II transposed),T3,Reordered Statements,0.9683435,1a6pc,python,4-rings or 4-squares puzzle,Game Development,Puzzles
7h3rm_3_3_5,7h3rm_3_3,7h3rm,python,Apply a digital filter (direct form II transposed),T3,Reordered Statements,0.96775234,kpyhf,python,Append a record to the end of a text file,Utilities & Scripts,File Operations
7h3rm_3_4_1,7h3rm_3_4,7h3rm,python,Apply a digital filter (direct form II transposed),T3,Control Flow Modifications,0.99971294,7h3rm,python,Apply a digital filter (direct form II transposed),Mathematics,Signal Processing
7h3rm_3_4_2,7h3rm_3_4,7h3rm,python,Apply a digital filter (direct form II transposed),T3,Control Flow Modifications,0.9806138,jks7p,python,Angle difference between two bearings,Mathematics,Geometry
7h3rm_3_4_3,7h3rm_3_4,7h3rm,python,Apply a digital filter (direct form II transposed),T3,Control Flow Modifications,0.97008026,hb8jw,python,"Angles (geometric), normalization and conversion",Mathematics,Geometry
7h3rm_3_4_4,7h3rm_3_4,7h3rm,python,Apply a digital filter (direct form II transposed),T3,Control Flow Modifications,0.9660369,2vilz,python,"Abbreviations, easy",Programming Concepts,Text Processing
7h3rm_3_4_5,7h3rm_3_4,7h3rm,python,Apply a digital filter (direct form II transposed),T3,Control Flow Modifications,0.9636766,kpyhf,python,Append a record to the end of a text file,Utilities & Scripts,File Operations
7h3rm_4_1_1,7h3rm_4_1,7h3rm,python,Apply a digital filter (direct form II transposed),T4,Same Language,0.993281,7h3rm,python,Apply a digital filter (direct form II transposed),Mathematics,Signal Processing
7h3rm_4_1_2,7h3rm_4_1,7h3rm,python,Apply a digital filter (direct form II transposed),T4,Same Language,0.97659874,2vilz,python,"Abbreviations, easy",Programming Concepts,Text Processing
7h3rm_4_1_3,7h3rm_4_1,7h3rm,python,Apply a digital filter (direct form II transposed),T4,Same Language,0.9753549,jks7p,python,Angle difference between two bearings,Mathematics,Geometry
7h3rm_4_1_4,7h3rm_4_1,7h3rm,python,Apply a digital filter (direct form II transposed),T4,Same Language,0.9723975,1a6pc,python,4-rings or 4-squares puzzle,Game Development,Puzzles
7h3rm_4_1_5,7h3rm_4_1,7h3rm,python,Apply a digital filter (direct form II transposed),T4,Same Language,0.97235644,id9of,python,Animate a pendulum,Game Development,Physics Simulations
7h3rm_4_2_1,7h3rm_4_2,7h3rm,go,Apply a digital filter (direct form II transposed),T4,Different Language,0.9881248,grn4h,python,Abundant odd numbers,Mathematics,Number Theory
7h3rm_4_2_2,7h3rm_4_2,7h3rm,go,Apply a digital filter (direct form II transposed),T4,Different Language,0.9759276,1eypc,python,Anti-primes,Mathematics,Number Theory
7h3rm_4_2_3,7h3rm_4_2,7h3rm,go,Apply a digital filter (direct form II transposed),T4,Different Language,0.9729529,u5evd,python,24 game,Game Development,Puzzles
7h3rm_4_2_4,7h3rm_4_2,7h3rm,go,Apply a digital filter (direct form II transposed),T4,Different Language,0.9712953,b1skr,python,Almkvist-Giullera formula for pi,Mathematics,Numerical Methods
7h3rm_4_2_5,7h3rm_4_2,7h3rm,go,Apply a digital filter (direct form II transposed),T4,Different Language,0.9702548,54vux,python,Additive primes,Mathematics,Number Theory
7h3rm_4_2_1,7h3rm_4_2,7h3rm,java,Apply a digital filter (direct form II transposed),T4,Different Language,0.9847505,08hsq,python,Abelian sandpile model,Mathematics,Automata
7h3rm_4_2_2,7h3rm_4_2,7h3rm,java,Apply a digital filter (direct form II transposed),T4,Different Language,0.98256016,oik81,python,"Abbreviations, simple",Programming Concepts,Text Processing
7h3rm_4_2_3,7h3rm_4_2,7h3rm,java,Apply a digital filter (direct form II transposed),T4,Different Language,0.9814408,clr9q,python,15 puzzle game,Game Development,Puzzles
7h3rm_4_2_4,7h3rm_4_2,7h3rm,java,Apply a digital filter (direct form II transposed),T4,Different Language,0.98081183,kb6hf,python,"Abbreviations, automatic",Programming Concepts,Text Processing
7h3rm_4_2_5,7h3rm_4_2,7h3rm,java,Apply a digital filter (direct form II transposed),T4,Different Language,0.9794541,vu129,python,100 prisoners,Game Development,Puzzles
7h3rm_4_2_1,7h3rm_4_2,7h3rm,ruby,Apply a digital filter (direct form II transposed),T4,Different Language,0.9822925,clr9q,python,15 puzzle game,Game Development,Puzzles
7h3rm_4_2_2,7h3rm_4_2,7h3rm,ruby,Apply a digital filter (direct form II transposed),T4,Different Language,0.98218167,id9of,python,Animate a pendulum,Game Development,Physics Simulations
7h3rm_4_2_3,7h3rm_4_2,7h3rm,ruby,Apply a digital filter (direct form II transposed),T4,Different Language,0.9803587,oik81,python,"Abbreviations, simple",Programming Concepts,Text Processing
7h3rm_4_2_4,7h3rm_4_2,7h3rm,ruby,Apply a digital filter (direct form II transposed),T4,Different Language,0.97999334,7jzrm,python,Abelian sandpile model/Identity,Mathematics,Automata
7h3rm_4_2_5,7h3rm_4_2,7h3rm,ruby,Apply a digital filter (direct form II transposed),T4,Different Language,0.9798684,l26cv,python,Active object,Programming Concepts,Concurrency
onb81_1_1_1,onb81_1_1,onb81,python,Approximate equality,T1,Identical Clone,1.0000002,onb81,python,Approximate equality,Mathematics,Numerical Methods
onb81_1_1_2,onb81_1_1,onb81,python,Approximate equality,T1,Identical Clone,0.9775564,nf6iz,python,Almost prime,Mathematics,Number Theory
onb81_1_1_3,onb81_1_1,onb81,python,Approximate equality,T1,Identical Clone,0.9757532,s82q9,python,Apply a callback to an array,Programming Concepts,Functions
onb81_1_1_4,onb81_1_1,onb81,python,Approximate equality,T1,Identical Clone,0.97462577,c279q,python,Amicable pairs,Mathematics,Number Theory
onb81_1_1_5,onb81_1_1,onb81,python,Approximate equality,T1,Identical Clone,0.97339,36bzc,python,9 billion names of God the integer,Mathematics,Number Theory
onb81_1_2_1,onb81_1_2,onb81,python,Approximate equality,T1,Different Whitespaces,0.97851557,o781,python,Archimedean spiral,Mathematics,Geometry
onb81_1_2_2,onb81_1_2,onb81,python,Approximate equality,T1,Different Whitespaces,0.974161,6y03w,python,Ackermann function,Mathematics,Algorithms
onb81_1_2_3,onb81_1_2,onb81,python,Approximate equality,T1,Different Whitespaces,0.9730173,z4tt,python,100 doors,Game Development,Puzzles
onb81_1_2_4,onb81_1_2,onb81,python,Approximate equality,T1,Different Whitespaces,0.97301275,xsqwr,python,Anagrams,Programming Concepts,String Operations
onb81_1_2_5,onb81_1_2,onb81,python,Approximate equality,T1,Different Whitespaces,0.97218025,rj8gq,python,Anonymous recursion,Programming Concepts,Recursion
onb81_1_3_1,onb81_1_3,onb81,python,Approximate equality,T1,Different Comments,0.9831929,o781,python,Archimedean spiral,Mathematics,Geometry
onb81_1_3_2,onb81_1_3,onb81,python,Approximate equality,T1,Different Comments,0.9794018,xsqwr,python,Anagrams,Programming Concepts,String Operations
onb81_1_3_3,onb81_1_3,onb81,python,Approximate equality,T1,Different Comments,0.97795326,dfwn1,python,"Abundant, deficient and perfect number classifications",Mathematics,Number Theory
onb81_1_3_4,onb81_1_3,onb81,python,Approximate equality,T1,Different Comments,0.9768939,z4tt,python,100 doors,Game Development,Puzzles
onb81_1_3_5,onb81_1_3,onb81,python,Approximate equality,T1,Different Comments,0.9762156,c279q,python,Amicable pairs,Mathematics,Number Theory
